AidData Project ID,Title,Organization,Organization ISO,Organization Role,Organization.1,Organization ISO.1,Organization Role.1,Organization.2,Organization ISO.2,Organization Role.2,Other Organizations,Source,Start Date (DD/MM/YYYY),End Date (DD/MM/YYYY),Planned Start Date (DD/MM/YYYY),Planned End Date (DD/MM/YYYY),Source Detail,Status,AidData Sector Code,AidData Sector Name,AidData Purpose Code,AidData Purpose Name,AidData Activity Code(s),AidData Activity Name(s),Short Description,Long Description,Donor Project ID,Donor Secondary Project ID,Additional Info,Project Commitment Amount (Constant USD2011),Project Disbursement Amount (Constant USD2011),Total Project Cost (Donor Reported),CRS: Untied Amount (Nominal USD),CRS: Tied Amount (Nominal USD),CRS: Partial Tied Amount (Nominal USD),CRS: Pdgg,CRS: Channel Code,CRS: Bi Multi,CRS: Desertification,CRS: Environment,CRS: Gender,CRS: Trade,CRS: Climate,CRS: Biodiversity,CRS: Region,CRS: Sector Code,CRS: Sector,CRS: Purpose Code,CRS: Purpose Name,CRS: Flow Name,CRS: Finance T,CRS: Associated Financing,CRS: Future Ds Principal Amount Usd Nominal,CRS: Future Ds Interest Amount Usd Nominal,CRS: Irtc Amount Usd Nominal,CRS: Received Amount Usd Nominal,CRS: Aid T,CRS: Arrears Interest Amount Usd Nominal,CRS: Arrears Principal Amount Usd Nominal,CRS: Channel Name,CRS: Expert Commitment Amount Usd Nominal,CRS: Export Credit Amount Usd Nominal,CRS: Export Extended Amount Usd Nominal,CRS: FTC,CRS: Initial Report,CRS: Interest Amount Usd Nominal,CRS: Outstanding Amount Usd Nominal,CRS: Repay Type,CRS: Second Interest Rate,SDG Goals Duplicates
9.06E+11,Spanish--SALUD AMBIENTAL Y ENTORNOS SALUDABLES--translation--ENVIRONMENTAL HEALTH AND HEALTHY ENVIRONMENTS,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,120,HEALTH,12005,"Health, purpose unspecified or does not fit under any other applicable codes",12005.01,"Health, activity unspecified or does not fit under any other applicable codes",0,Estrategia de Entornos Saludables desarrollada e implementada en el nivel territorial y Modelos de Salud Urbana desarrollados--beneficiary--POBLACIÌÄ®ÕÌ¢‰âÂÒN EN GENERAL,COL398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 |3 | 
9.06E+11,Spanish--FORTALECIMIENTO EN EL DIAGNÌÄ®ÕÌ¢‰âÂÒSTICO MOLECULAR Y BIOQUÌÄ®ÕÌâåMICO DE LAS ESPECIES DE LEISHMANIA Y SU GEOREFERENCIACIÌÄ®ÕÌ¢‰âÂÒN--translation--STRENGTHENING IN MOLECULAR DIAGNOSTICS AND BIOCHEMICAL OF LEISHMANIA SPECIES AND THEIR GEOREFERENCING,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,121,"Health, general",12182,Medical research,12182.01,All general medical research activities,0,"1. Implemetar tÌÄ®ÕÌâå©cnicas moleculates, para la identificaciÌÄ®ÕÌâå_n y tipificaciÌÄ®ÕÌâå_n de las diferentes especies de leishmania. 2.Estandarizar las tÌÄ®ÕÌâå©cnicas de tipificaciÌÄ®ÕÌâå_n. 3.Georefernciar las especies de leishmaniasis REalizar el analisis de correlaciÌÄ®ÕÌâå_n entre efectividad del tratamiento y la especie de leishmaniasis.--benefciary",COL597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 |3
9.06E+11,Spanish--Programa de Servicios Comunitarios para poblaciÌÄ®ÕÌâå_n Afrocolombiana VÌÄ®ÕÌâå_ctima del Conflicto--translation--Community services program for population Afro-Colombian victim of the conflict,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,121,"Health, general",12191,Medical services,12191.07,Mental health care,0,Brindar servicios de salud mental y atenciÌÄ®ÕÌâå_n Psicosocial a vÌÄ®ÕÌâå_ctimas del conflicto tanto en Buenaventura como QuibdÌÄ®ÕÌâå_--beneficiary--AFROCOLOMBIANOS,COL117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4 |3.4
9.06E+11,'Spanish--PLAN DE INVERSIÌÄ®ÕÌ¢‰âÂÒN ''TODOS POR EL PACÌÄ®ÕÌâåFICO'' - CHOCÌÄ®ÕÌ¢‰âÂÒ--translation--''ALL ACROSS THE PACIFIC'' - INVESTMENT PLAN CRASHED',Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,122,Basic health,12220,Basic health care,12220.05,Infant and child health,0,Contribuir a mejorar las condiciones de vida de la poblaciÌÄ®ÕÌâå_n y reducir la mortalidad y morbilidad infantil de esta zona.--beneficiary--POBLACIÌÄ®ÕÌ¢‰âÂÒN EN GENERAL,COL97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2 |3.2
9.06E+11,Spanish--Proyecto para la donaciÌÄ®ÕÌâå_n de equipos mÌÄ®ÕÌâå©dicos a la E.S.E. Hospital de Hatillo de Loba.--translation--Project for the donation of medical equipment at the Hospital in Hatillo de Loba E.S.E..,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,122,Basic health,12230,Basic health infrastructure,12230.03,Basic health medical equipment and supplies ,0,Mejorar los niveles de calidad y cobertura de salud en el municipio de MitÌÄ®ÕÌâå¼--beneficiary--POBLACIÌÄ®ÕÌ¢‰âÂÒN EN GENERAL,COL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8 |3.8
9.06E+11,Spanish--APOYO TÌÄ®ÕÌ¢‰âÂå¡CNICO PARA LA IMPLEMENTACIÌÄ®ÕÌ¢‰âÂÒN DE BANCOS DE LECHE HUMANA EN COLOMBIA--translation--TECHNICAL SUPPORT FOR THE IMPLEMENTATION OF MILK BANKS HUMAN IN COLOMBIA,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,122,Basic health,12240,Basic nutrition,12240.02,Direct feeding programmes,0,Asesorar al Ministerio de la ProtecciÌÄ®ÕÌâå_n Social en la elbaoraciÌÄ®ÕÌâå_n de un proyecto de implementaciÌÄ®ÕÌâå_n de las actividades de Bancos de Leche en dos departamentos del paÌÄ®ÕÌâå_s y el Distrito CApital en la perspectiva de trabajo en REd.--benefciary,COL593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2 |2.2
9.06E+11,Spanish--Fortalecer la estrategia Alto a la TB en 46 municipios prioritarios de Colombia--translation--Strengthening the strategy of high TB in 46 priority municipalities of Colombia,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,122,Basic health,12250,Infectious & Parasitic disease control,12250.04,Tuberculosis control,0,"Con este proyecto se pretende en los municipios priorizados aumentar la tasa de detecciÌÄ®ÕÌâå_n de casos pasando en los cinco aÌÄ®ÕÌâå±os de 47,3 % a 80%, aumentar la tasa de ÌÄ®ÕÌâå©xito del tratamiento de 70,4% al 87% y disminuir la tasa de mortalidad de 4 a 3,5 por 100.000 habitantes.--beneficiary--POBLACIÌÄ®ÕÌ¢‰âÂÒN EN GENERAL",COL395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3 |3.3
9.06E+11,Spanish--Para el desarrollo del liderazgo y el trabajo de preparaciÌÄ®ÕÌâå_n del censo--translation--For the development of the leadership and the work of preparation of the Census,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,130,POPULATION POLICIES/ PROGRAMMES AND REPRODUCTIVE HEALTH,13010,Population policy and administrative management,13010.04,"Census work, vital registration",0,Para el desarrollo del liderazgo y el trabajo de preparaciÌÄ®ÕÌâå_n del censo--beneficiary--INDIGENAS,COL462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18 |17.18
9.06E+11,"Spanish--Desesencializar y desracializar: producciÌÄ®ÕÌâå_n situada de representaciones negras, afrocolombianas, palenqueras y raizales en el Caribe colombiano--translation--Desesencializar and desracializar: production located in representations black, Afro-Colombian, palenqueras and raizal in the Caribbean Colombian",Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,130,POPULATION POLICIES/ PROGRAMMES AND REPRODUCTIVE HEALTH,13010,Population policy and administrative management,13010.04,"Census work, vital registration",0,"Analizar la incidencia del universo de las representaciones sobre la poblaciÌÄ®ÕÌâå_n negra, afrocolombiana, palenquera y raizal del Caribe continental e insular colombiano en los procesos de autoreconocimiento ÌÄ®ÕÌâå©tnico-racial que buscan su visibilidad estadÌÄ®ÕÌâå_stica en el prÌÄ®ÕÌâå_ximo Censo Nacional de PoblaciÌÄ®ÕÌâå_n y de Vivienda y en el Sistema Nacional EstadÌÄ®ÕÌâå_stico--beneficiary--AFROCOLOMBIANOS",COL479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18 |17.18
9.06E+11,Spanish--AdaptaciÌÄ®ÕÌâå_n a los impactos ClimÌÄ®ÕÌâåÁticos en el Reglamento de Agua y Abastecimiento del ÌÄ®ÕÌâårea de Chingaza- Sumapaz- Guerrero.--translation--Adaptation to the impacts of climate on the regulation of water and supply of the Area of Chingaza - Sumapaz - Guerrero.,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,140,WATER SUPPLY AND SANITATION,14010,Water resources policy and administrative management,14010.02,"Water sector policy, planning and programmes",0,AdaptaciÌÄ®ÕÌâå_n a los impactos ClimÌÄ®ÕÌâåÁticos en el Reglamento de Agua y Abastecimiento del ÌÄ®ÕÌâårea de Chingaza- Sumapaz- Guerrero--beneficiary--INSTITUCIONES,COL413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5 |6.5 |16.6
9.06E+11,"Spanish--MULTIVEREDAL INTEGRAL DEL PACÌÄ®ÕÌâåFICO (CENTROS POBLADOS Y CABECERAS CORREGIMENTALES DE: GUAYACANA, LLORENTE, ESPRIELLA Y TANGAREAL)--translation--MULTIVEREDAL INTEGRAL OF THE PACIFIC (CENTRES VILLAGES AND HEADERS CORREGIMENTALES OF: GUAYACANA, LLORENTE, ESPRIELLA AND TANGAREAL)",Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,140,WATER SUPPLY AND SANITATION,14030,Basic drinking water supply and basic sanitation,14030.01,"Basic drinking water supply and basic sanitation, activity unspecified or does not fit elsewhere in group",0,"DiseÌÄ®ÕÌâå±ar e implementar una soluciÌÄ®ÕÌâå_n integral de abastecimiento de agua y saneamiento bÌÄ®ÕÌâåÁsico para los sectores y centrol poblados de Guayacana, Llorente, Espriella y Tangareal del Municipio de Tumaco - NariÌÄ®ÕÌâå±o.--beneficiary--POBLACIÌÄ®ÕÌ¢‰âÂÒN EN GENERAL",COL111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1 |6.1 |6.2
9.06E+11,Spanish--COLECTOR PLUVIAL BASTIDAS - MAR CARIBE EN SANTA MARTA FASE IV--translation--RAIN COLLECTOR BASTIDAS - CARIBBEAN SEA IN SANTA MARTA PHASE IV,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,140,WATER SUPPLY AND SANITATION,14030,Basic drinking water supply and basic sanitation,14030.02,"Water supply and sanitation, low-cost technologies",0,Mejora de la calidad de vida del sector norte del Distrito de Santa Marta--beneficiary--POBLACIÌÄ®ÕÌ¢‰âÂÒN EN GENERAL,COL109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1 |6.1 |6.2
9.06E+11,Spanish--PROYECTO DE COOPERACION PARA EL FORTALECIMIETNTO DE LA GESTION DE LOS RESIDUOS EN COLOMBIA--translation--COOPERATION PROJECT FOR THE FORTALECIMIETNTO OF THE MANAGEMENT OF THE WASTE IN COLOMBIA,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,140,WATER SUPPLY AND SANITATION,14050,Waste management/disposal,14050.02,Municipal and industrial solid waste management,0,Fortalecer al sector pÌÄ®ÕÌâå¼blico y al sector privado en la gestiÌÄ®ÕÌâå_n de los residuos solidos en Colombia--benefciary,COL601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6 |11.6
9.06E+11,Spanish--Desarrollo con Identidad Regional entre EspaÌÄ®ÕÌâå±a y NariÌÄ®ÕÌâå±o (DIRENA)--translation--Development with Regional identity between Spain and NariÌÄ®ÕÌâå_ÌÄ‰Û_Ìâå±o (DIRENA),Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,151,"Government and civil society, general",15110,Economic and development policy/planning,15110.01,"Economic and development policy/planning, activity unspecified or does not fit elsewhere in group",0,"El proyecto busca contribuir a generar alternativas de desarrollo territorial que permitan superar las condiciones de conflictividad y crisis humanitaria de NariÌÄ®ÕÌâå±o, con perspectivas de inclusiÌÄ®ÕÌâå_n y equidad social, a travÌÄ®ÕÌâå©s de la transferencia de buenas prÌÄ®ÕÌâåÁcticas espaÌÄ®ÕÌâå±olas.--beneficiary--POBLACIÌÄ®ÕÌ¢‰âÂÒN EN GENERAL",COL30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1 |8.1 |16.6
9.06E+11,Spanish--Iniciativa de consolidaciÌÄ®ÕÌâå_n y mejoramiento de la calidad de vida (CELI) - Regiones del Norte y el Sur--translation--Consolidation initiatives and improving the quality of life (CELI) - regions of the North and the South,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,151,"Government and civil society, general",15110,Economic and development policy/planning,15110.01,"Economic and development policy/planning, activity unspecified or does not fit elsewhere in group",0,Apoyar al Gobierno de Colombia en la implementaciÌÄ®ÕÌâå_n del Plan Nacional de ConsolidaciÌÄ®ÕÌâå_n en las zonas norte y sur del pais.--beneficiary--POBLACIÌÄ®ÕÌ¢‰âÂÒN EN GENERAL,COL73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1 |8.1 |16.6
9.06E+11,Spanish--Iniciativa de consolidaciÌÄ®ÕÌâå_n y mejoramiento de la calidad de vida (CELI) - RegiÌÄ®ÕÌâå_n Central--translation--Consolidation initiatives and improving the quality of life (CELI) - Central Region,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,151,"Government and civil society, general",15110,Economic and development policy/planning,15110.01,"Economic and development policy/planning, activity unspecified or does not fit elsewhere in group",0,Apoyar al Gobierno de Colombia en la implementaciÌÄ®ÕÌâå_n del Plan Nacional de ConsolidaciÌÄ®ÕÌâå_n en la region central del pais.--beneficiary--POBLACIÌÄ®ÕÌ¢‰âÂÒN EN GENERAL,COL74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1 |8.1 |16.6
9.06E+11,Spanish--Iniciativa de ConsolidaciÌÄ®ÕÌâå_n y mejoramiento de la calidad de vida (CELI) ÌÄ‰Û_Ì¢‰âÂ‰ÛÏ Montes de Maria--translation--Initiative of consolidation and improvement of the quality of life (CELI) Montes de Maria,Denmark,DK,Funding,0,0,0,0,0,0,0,OECD 2013,0,0,0,0,0,DRAFT,151,"Government and civil society, general",15110,Economic and development policy/planning,15110.01,"Economic and development policy/planning, activity unspecified or does not fit elsewhere in group",0,El Proyecto apoya al Gobierno de Colombia en la implementacion del Plan Nacional de ConsolidaciÌÄ®ÕÌâå_n en la regiÌÄ®ÕÌâå_n de los Montes de MarÌÄ®ÕÌâå_a.--beneficiary--POBLACIÌÄ®ÕÌ¢‰âÂÒN EN GENERAL,COL75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,unallocated/unspecified,99810,sectors not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1 |8.1 |16.6
